îNåéì˙,ç~êÖó ÇÃçáåv(mm),1éûä‘ç~êÖó ÇÃç≈ëÂ(mm),ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé),ç≈ëÂèuä‘ïóë¨(m/s),ç≈ëÂèuä‘ïóë¨ÇÃïóå¸,ç≈ëΩïóå¸(16ï˚à ),ì˙è∆éûä‘(éûä‘),ç≈ê[êœê·(cm),ç~ê·ó çáåv(cm)
1999/5/2,0,0,8.6,14.9,2.3,,,êºìÏêº,10.5,13,4
1999/5/3,2,1,9.9,15.7,3.1,,,ìÏìÏêº,0,3,2
1999/5/4,16,4,8.8,12.2,6.2,,,êºìÏêº,0,0,0
1999/5/5,13,3,8.7,11.4,1,,,êº,4.7,0,0
1999/5/6,3,2,10.2,16.3,0.8,,,êºñkêº,9.8,0,0
1999/5/7,0,0,12.6,22,3.2,,,ìÏìÏêº,11.8,,
1999/5/8,0,0,12.3,19.5,6.6,,,ñkñkìå,10.9,,
1999/5/9,0,0,13.1,23.3,4.4,,,ìå,11.9,,
1999/5/10,0,0,13,21.4,6.2,,,ìåñkìå,8.4,,
1999/5/11,0,0,8.9,12,1.7,,,êºñkêº,8,,
1999/5/12,0,0,10.7,21.5,-0.4,,,êºìÏêº,12.5,,
1999/5/13,1,1,14.4,23.7,4,,,êºñkêº,11.7,,
1999/5/14,2,2,12.2,17.1,6.5,,,ìÏêº,12.6,,
1999/5/15,0,0,9.4,14.6,4.1,,,ìåñkìå,0.5,,
1999/5/16,2,1,7.6,9.3,4.2,,,ñkìå,0,,
1999/5/17,0,0,9,14.7,1.8,,,ñk,11.3,,
1999/5/18,0,0,11.9,22.7,0.1,,,ñkìå,9.7,,
1999/5/19,10,4,14.9,17.9,11.5,,,ìÏìÏìå,0,,
1999/5/20,6,3,14,15,12,,,êºìÏêº,2.2,,
1999/5/21,4,2,14.9,19.2,6.2,,,êºìÏêº,11.4,,
1999/5/22,0,0,13.6,24,2.6,,,ìå,12.8,,
1999/5/23,0,0,15.2,23.6,6.7,,,ñkìå,12.2,,
1999/5/24,4,4,15.5,21.9,6.5,,,ìå,1.2,,
1999/5/25,11,2,14.2,18.8,11,,,êº,1.7,,
1999/5/26,0,0,15.5,22.7,7.9,,,ìåñkìå,8.9,,
1999/5/27,18,4,15,20.3,12.2,,,ñkêº,0,,
1999/5/28,1,1,14.3,20,10.3,,,ìÏêº,0.1,,
1999/5/29,0,0,12.5,16.3,5.8,,,ñkñkìå,6.6,,
1999/5/30,0,0,11.6,18.7,4.2,,,êºñkêº,8.3,,
1999/5/31,0,0,14.5,24.4,4.6,,,ìåñkìå,12.8,,
1999/6/1,0,0,15.8,25.3,7.1,,,ñkñkêº,12.7,,
1999/6/2,0,0,16.8,24.7,8.4,,,ìå,7.6,,
1999/6/3,0,0,17.4,22.9,13,,,ñkñkìå,6.3,,
1999/6/4,7,2,16.4,20.8,13.5,,,ñkñkêº,1.3,,
1999/6/5,0,0,17.1,23.3,12.1,,,ìå,3.2,,
1999/6/6,0,0,17.3,23.3,10,,,ñkìå,8,,
1999/6/7,21,13,16.1,18.8,14.5,,,êº,0.1,,
1999/6/8,3,3,14,17.2,8.4,,,ñkñkêº,1.9,,
1999/6/9,0,0,11.6,17.4,5,,,ñk,5.4,,
1999/6/10,0,0,13.8,22.7,3.3,,,ìåñkìå,12.5,,
1999/6/11,1,1,16.5,22.7,10.5,,,ñkñkìå,2.7,,
1999/6/12,0,0,16.7,23.7,9.2,,,ñkìå,8.7,,
1999/6/13,0,0,17.7,27.5,7.2,,,ìå,11.9,,
1999/6/14,0,0,19.8,26.8,11.9,,,ñkìå,10.3,,
1999/6/15,0,0,20.5,25.9,13.8,,,ìåñkìå,1.5,,
1999/6/16,35,8,18.8,23.4,15,,,êºìÏêº,0.2,,
1999/6/17,27,5,14.6,16.5,11.8,,,ñkêº,0.4,,
1999/6/18,3,1,14.1,16.5,11.4,,,ñk,0,,
1999/6/19,1,1,16.1,20.4,12.7,,,ìÏìÏêº,0.8,,
1999/6/20,11,2,13.9,16,11,,,ñkìå,0,,
1999/6/21,0,0,16.5,24.2,9.8,,,ñkêº,10.7,,
1999/6/22,0,0,16.2,22.9,8.6,,,ìåñkìå,2.5,,
1999/6/23,0,0,18.6,23.8,11.4,,,ìå,4.7,,
1999/6/24,8,2,20.5,27.6,17.1,,,êºñkêº,0.6,,
1999/6/25,0,0,18.2,21.3,14.1,,,ñkñkêº,0.3,,
1999/6/26,0,0,18.7,24.4,10.6,,,ñkìå,6.4,,
1999/6/27,36,7,17.6,18.6,15.7,,,ñkìå,0,,
1999/6/28,0,0,18.5,22.7,13.9,,,ìåñkìå,3.3,,
1999/6/29,1,1,17.6,22.5,12.2,,,ìå,4.7,,
1999/6/30,35,6,16.1,17.5,15.3,,,ìÏìå,0,,
1999/7/1,1,1,17.7,20.6,15.2,,,ñkìå,0,,
1999/7/2,0,0,18.7,23.3,15.7,,,ñkìå,1.8,,
1999/7/3,21,6,19.4,21.5,17,,,ìåñkìå,0,,
1999/7/4,5,2,17.2,18.9,13.4,,,ñkìå,0.1,,
1999/7/5,0,0,17.4,20.9,13.3,,,ñkìå,0.8,,
1999/7/6,0,0,17.5,22.5,11.4,,,ìåñkìå,7.6,,
1999/7/7,0,0,17.4,25.7,9.8,,,ìåñkìå,12.6,,
1999/7/8,0,0,16,23,9.8,,,ìåñkìå,11.8,,
1999/7/9,0,0,15.3,20.6,8.5,,,ìåñkìå,4.4,,
1999/7/10,0,0,19,23.4,10.4,,,ìÏìÏìå,0.2,,
1999/7/11,1,1,20.8,22.8,16.7,,,ìåñkìå,0,,
1999/7/12,7,3,20.5,22.6,17.9,,,ìåñkìå,0,,
1999/7/13,9,3,21.9,26.5,17.5,,,ìåñkìå,0.2,,
1999/7/14,0,0,23.6,28.1,19.7,,,ìåñkìå,1.1,,
1999/7/15,8,4,23.4,27.1,21.3,,,ñkìå,0.1,,
1999/7/16,4,2,22.2,25.2,19.8,,,ñkñkìå,0.5,,
1999/7/17,1,1,23,26.2,20.5,,,ìå,2,,
1999/7/18,9,5,21.1,23.8,18.6,,,ìåñkìå,0,,
1999/7/19,2,1,20.4,23.6,18,,,ñkìå,0.1,,
1999/7/20,0,0,22,25.8,16.8,,,ìåñkìå,3.3,,
1999/7/21,8,5,22.2,24.8,20.3,,,ìå,0,,
1999/7/22,41,20,23,27.2,20.6,,,ìå,0.1,,
1999/7/23,0,0,24,28.7,20.6,,,ìå,3.3,,
1999/7/24,12,7,22.5,25.4,19.9,,,ñkìå,2.2,,
1999/7/25,0,0,23.3,28.7,19,,,ìå,3.4,,
1999/7/26,0,0,24.3,30.9,18.2,,,ñkñkìå,9.4,,
1999/7/27,0,0,25.7,32.7,18.3,,,ìåñkìå,12.6,,
1999/7/28,0,0,25.4,31,19.5,,,ñkñkìå,6.2,,
1999/7/29,3,3,24.5,28.1,21.4,,,êºìÏêº,0.4,,
1999/7/30,1,1,24.9,30.6,20,,,ñkñkìå,9.7,,
1999/7/31,0,0,24.3,31.2,18.5,,,ñkìå,11,,
1999/8/1,0,0,24,31.1,16.6,,,ñkìå,11.8,,
1999/8/2,0,0,24.8,32,18.9,,,ñkìå,10.3,,
1999/8/3,0,0,24.7,30.6,18.7,,,ìåñkìå,12.2,,
1999/8/4,0,0,24.7,30.7,18.2,,,ìåñkìå,10.6,,
1999/8/5,0,0,25.3,30.2,18.7,,,ìÏìå,6.9,,
1999/8/6,0,0,26.9,31.8,23.2,,,ìÏìÏêº,8.3,,
1999/8/7,0,0,26.2,32.1,20.4,,,ìÏìå,11.5,,
1999/8/8,0,0,24.9,33,18.7,,,ñkìå,12.2,,
1999/8/9,0,0,24.5,32.7,17.5,,,ìåñkìå,11.1,,
1999/8/10,0,0,23.6,32.1,14,,,ìåñkìå,11.2,,
1999/8/11,0,0,25.2,30.8,19.4,,,ñkñkêº,6.2,,
1999/8/12,64,36,25.3,30.4,22.4,,,ñk,1.8,,
1999/8/13,124,39,22.6,24.2,20.1,,,ñkìå,0,,
1999/8/14,11,4,22.1,23.5,21.2,,,ìå,0,,
1999/8/15,2,1,22.6,25.3,20.1,,,ìÏìå,0.8,,
1999/8/16,0,0,24.7,30.6,19,,,ìåñkìå,5.5,,
1999/8/17,0,0,24.3,29.5,20.6,,,ìåñkìå,3.4,,
1999/8/18,0,0,24.5,30.3,19,,,ìå,7.8,,
1999/8/19,0,0,24.6,29.6,20.6,,,ìåñkìå,6.9,,
1999/8/20,28,24,24.1,29.4,20.4,,,ñkìå,3.5,,
1999/8/21,4,3,22.7,28.7,18.7,,,ìå,6.2,,
1999/8/22,1,1,23,26.9,19.1,,,ñkìå,2.1,,
1999/8/23,0,0,23.2,27.1,20.8,,,ìåñkìå,1.3,,
1999/8/24,23,9,21.9,23.5,20.7,,,ñkìå,0,,
1999/8/25,3,1,21,25.2,15.4,,,êºìÏêº,5.9,,
1999/8/26,0,0,19.5,23.6,13.8,,,ñkñkìå,3.9,,
1999/8/27,9,2,19,20.3,17.6,,,ñk,0,,
1999/8/28,14,5,19.6,20.7,18.7,,,ñkìå,0,,
1999/8/29,9,6,20.8,25,16.2,,,êºìÏêº,1.4,,
1999/8/30,0,0,19.6,23.3,15.1,,,ñkìå,1.2,,
1999/8/31,1,1,21.7,29.2,17.8,,,ìåñkìå,1.8,,
1999/9/1,50,16,21.1,24.3,18.6,,,ìåñkìå,2,,
1999/9/2,0,0,18.6,23.8,11.7,,,ñk,3.3,,
1999/9/3,0,0,17.6,26.4,9.3,,,ìå,11.7,,
1999/9/4,0,0,19.3,26.6,13.3,,,ñkìå,8,,
1999/9/5,0,0,20.2,27.9,13.7,,,ìåñkìå,10,,
1999/9/6,3,2,19.5,23.2,14.7,,,ìÏêº,0.2,,
1999/9/7,3,2,21.8,26.1,18.6,,,ìÏêº,0.3,,
1999/9/8,18,7,21.4,23.1,20.1,,,ñkìå,0,,
1999/9/9,12,4,21.4,25.6,16.9,,,ñkñkêº,3.4,,
1999/9/10,0,0,20.6,27,13.8,,,ìåñkìå,8.7,,
1999/9/11,0,0,22.4,26.9,19,,,ìåñkìå,1.1,,
1999/9/12,0,0,23.2,26.4,19.1,,,êº,3.9,,
1999/9/13,4,4,22.1,26.3,18.8,,,ñkìå,2.4,,
1999/9/14,20,7,19.7,23.7,17.3,,,ñkìå,0.1,,
1999/9/15,119,11,16.6,17.8,14.5,,,ñkìå,0,,
1999/9/16,0,0,15.9,19.2,10.9,,,ñkìå,1.8,,
1999/9/17,0,0,17,18.4,15.5,,,ìå,0,,
1999/9/18,5,2,17.5,18.6,16.8,,,ñkìå,0,,
1999/9/19,0,0,20.2,24.1,16.7,,,ñkìå,1.5,,
1999/9/20,11,3,20.7,24.3,17.4,,,ìÏìå,1.3,,
1999/9/21,16,2,17.4,20.5,15.7,,,ìåñkìå,0,,
1999/9/22,29,3,14.8,15.6,13.7,,,ìåñkìå,0,,
1999/9/23,5,3,16.5,19.1,13.9,,,ìå,0,,
1999/9/24,0,0,21.7,29.2,13.6,,,ìåñkìå,9.1,,
1999/9/25,5,2,20.5,26.8,15.5,,,êº,2.7,,
1999/9/26,2,2,16.4,21.4,8,,,êº,4.4,,
1999/9/27,0,0,13.2,22.2,5,,,ìå,10.1,,
1999/9/28,0,0,15.5,24.5,7.3,,,ìå,9.3,,
1999/9/29,0,0,18.5,26.6,9.8,,,ìÏêº,8.9,,
1999/9/30,4,2,18.7,24.6,14.2,,,ñkñkêº,4,,
1999/10/1,1,1,15.4,23.1,7.3,,,ñkìå,8.9,,
1999/10/2,5,2,19.1,25.9,14.2,,,ñkìå,5.8,,
1999/10/3,31,5,13.4,17,9.8,,,êºìÏêº,0.1,,
1999/10/4,0,0,11.7,17.5,6.1,,,ìåñkìå,6.2,,
1999/10/5,0,0,11.9,17.2,6.2,,,ñkìå,2.9,,
1999/10/6,2,1,14.8,20.6,8.4,,,ìåñkìå,8,,
1999/10/7,12,2,14.8,16.3,13,,,ìÏìå,0,,
1999/10/8,9,4,14.5,20.3,11.7,,,êº,1.3,,
1999/10/9,0,0,10.2,16.7,3.9,,,ìå,7.8,,
1999/10/10,0,0,10.6,19.4,2,,,ìåñkìå,9,,
1999/10/11,0,0,14.4,20.6,8.2,,,ñkìå,5.5,,
1999/10/12,6,2,16.5,19.3,13.1,,,ìåñkìå,0.1,,
1999/10/13,20,5,17,18.2,16.3,,,ñkìå,0,,
1999/10/14,7,3,14.3,18.3,7.8,,,êºìÏêº,0,,
1999/10/15,1,1,10.9,14.1,7,,,ìåñkìå,0,,
1999/10/16,15,5,9.8,12.8,7.5,,,ìÏêº,0,,
1999/10/17,44,6,6.9,8.8,5.4,,,êº,0.8,,
1999/10/18,8,2,4.6,10.4,-1.2,,,ìÏêº,1.9,,
1999/10/19,0,0,4.4,13.2,-2.2,,,ìåñkìå,9,,
1999/10/20,0,0,10.4,17,4.3,,,ñkìå,3.5,,
1999/10/21,0,0,10.1,17,4.6,,,ìåñkìå,5.2,,
1999/10/22,0,0,8.9,17,2.5,,,ìå,8.2,,
1999/10/23,9,5,8.1,12,6.1,,,êºñkêº,1.5,,
1999/10/24,0,0,9.7,14.1,2.7,,,ñkìå,5.8,,
1999/10/25,0,0,7.5,16.7,1.7,,,ñkìå,7.6,,
1999/10/26,0,0,7.2,16.9,0,,,ìå,9.5,,
1999/10/27,42,11,11,14.8,5.3,,,ñkìå,0,,
1999/10/28,88,13,13.6,14.6,12.9,,,ñkìå,0,,
1999/10/29,2,2,13.3,19.4,7.4,,,ìåñkìå,6.9,,
1999/10/30,11,6,8.4,12.5,2.5,,,êºìÏêº,0,,
1999/10/31,0,0,8.9,15,2.9,,,ìå,6.1,,
1999/11/1,20,4,10.3,13.4,8.2,,,ìÏìå,0,,
1999/11/2,18,4,6.4,9.2,3.7,,,ìÏêº,0.1,,
1999/11/3,0,0,6,10.6,1.9,,,ñkñkêº,2.8,,
1999/11/4,0,0,7.5,13.6,4,,,ñkìå,3.5,,
1999/11/5,0,0,9.2,13.3,3.5,,,ñkñkêº,2.9,,
1999/11/6,0,0,9.3,15.1,3.4,,,ñkñkìå,3.3,,
1999/11/7,0,0,7,14.4,1.3,,,ñkìå,8.3,,
1999/11/8,2,1,8.6,13.1,3.6,,,ñkìå,0.6,,
1999/11/9,1,1,8.1,11,0.8,,,ìÏêº,1.2,,
1999/11/10,0,0,3.7,9.3,-1,,,ñkñkêº,5,0,0
1999/11/11,0,0,5,12.3,-2.5,,,ìå,7.1,0,0
1999/11/12,4,1,11.1,14.6,6.7,,,ìÏìÏêº,0,0,0
1999/11/13,7,3,11.2,15.4,5.2,,,ñkìå,2.8,0,0
1999/11/14,0,0,5.9,12.1,-0.5,,,ìÏ,6.7,0,0
1999/11/15,13,4,7.3,15.1,0.1,,,ìÏìÏêº,2,0,0
1999/11/16,41,6,5.1,11,0.7,,,êºìÏêº,0,0,0
1999/11/17,17,4,1.9,4.2,-0.5,,,êº,0.5,10,10
1999/11/18,17,6,5.1,10,-0.6,,,êºìÏêº,3,6,3
1999/11/19,0,0,4.9,8.4,1,,,ìå,1,0,0
1999/11/20,2,1,6.3,10.7,2,,,ìå,3.7,0,0
1999/11/21,3,1,5.9,12,2,,,êºìÏêº,1.6,0,0
1999/11/22,0,0,5.9,11.3,2,,,ìåìÏìå,1.7,0,0
1999/11/23,0,0,5.4,13.5,0.9,,,ìåìÏìå,6.6,0,0
1999/11/24,2,1,6.3,10.6,0.8,,,êºìÏêº,0.5,0,0
1999/11/25,18,7,9.6,16.8,4,,,êº,2.6,0,0
1999/11/26,51,5,2.7,7.5,-0.7,,,êºñkêº,0.1,28,28
1999/11/27,17,3,0.7,2.6,-1,,,ñkñkìå,1.8,30,3
1999/11/28,32,4,0.9,2.5,-0.7,,,ñkìå,0.8,27,19
1999/11/29,36,3,-0.2,0.8,-1,,,ìåìÏìå,0,63,39
1999/11/30,45,6,1.2,5,-2.6,,,êºìÏêº,0.6,58,0
1999/12/1,1,1,1.9,4.8,-0.4,,,êºìÏêº,0.7,26,0
1999/12/2,14,4,2.9,6.6,-0.3,,,êº,0.3,23,1
1999/12/3,10,2,0.6,1.9,-1,,,êº,0.1,36,18
1999/12/4,24,6,4.3,7.1,1.2,,,ñkñkìå,2.6,34,2
1999/12/5,21,5,3.5,5.8,0.8,,,êºñkêº,0,22,0
1999/12/6,25,5,3,5.7,0.6,,,êº,0.3,19,2
1999/12/7,,,0.3,2,-0.9,,,êº,0,41,29
1999/12/8,,,1.1,4.4,-2.7,,,êºìÏêº,0.7,45,6
1999/12/9,,,5.9,11.3,2.2,,,ìÏêº,4.4,42,4
1999/12/10,0,0,5.7,10.4,3.2,,,êº,1.2,28,6
1999/12/11,70,8,1.6,8.2,-1.8,,,êº,0,51,32
1999/12/12,20,2,-1.3,0,-2.2,,,êº,0,76,30
1999/12/13,37,6,-0.5,2.8,-1.7,,,êº,0.1,97,24
1999/12/14,12,2,-1,1.5,-3.7,,,êº,2.1,106,10
1999/12/15,3,1,-5.2,-0.4,-9.5,,,ê√â∏,1.3,95,3
1999/12/16,3,1,-2.7,2.8,-7.4,,,ìåñkìå,0,90,2
1999/12/17,15,3,-0.2,0.7,-1,,,ñkìå,0.2,106,24
1999/12/18,24,2,-1.1,0,-2.1,,,ìÏêº,0,125,25
1999/12/19,56,5,-2.1,-1.5,-2.9,,,ê√â∏,0,189,64
1999/12/20,46,8,-2.2,-0.9,-3.3,,,ìÏìÏêº,0.2,184,20
1999/12/21,18,2,-1.1,1.9,-3.8,,,êº,0.3,186,2
1999/12/22,39,5,-1.1,0.2,-2.7,,,êºñkêº,0.2,189,29
1999/12/23,16,2,-0.7,1.1,-2,,,êºìÏêº,2.4,194,10
1999/12/24,0,0,-1.7,3.4,-5.5,,,ìÏêº,5.9,183,0
1999/12/25,17,3,0,6,-6.6,,,êº,1,168,1
1999/12/26,10,3,0.5,2,-1.3,,,êºìÏêº,0.4,156,11
1999/12/27,5,1,0.5,1.5,-0.7,,,êºìÏêº,0,153,1
1999/12/28,2,1,1.7,5.8,-2.1,,,ñk,1.8,145,1
1999/12/29,19,7,2.6,4.2,0.1,,,ìåñkìå,0,135,0
1999/12/30,1,1,-0.7,2.3,-3,,,ê√â∏,0,123,0
1999/12/31,4,2,-2,-0.1,-4.7,,,ìåñkìå,0.4,123,5
2000/1/1,8,2,0,0.6,-0.7,,,ìÏêº,0,131,8
2000/1/2,0,0,-0.1,1.9,-1.9,,,ìÏ,3.1,129,2
2000/1/3,24,4,2.4,4.2,0.8,,,êº,0.1,125,3
2000/1/4,15,2,2.4,3.6,0.4,,,êº,0.7,125,6
2000/1/5,4,1,1.2,3.1,-1,,,êº,0,125,2
2000/1/6,1,1,2.4,7.2,-1.6,,,ìÏ,0,123,0
2000/1/7,14,2,3.3,8.5,0.1,,,êº,0.4,120,2
2000/1/8,17,2,0.8,2.4,-0.1,,,ìå,0.1,123,5
2000/1/9,9,2,0.5,2.1,-0.5,,,ìåñkìå,0.8,124,6
2000/1/10,32,4,2.2,8.4,-0.4,,,êº,1.1,125,10
2000/1/11,15,3,-1.6,-0.3,-2.6,,,êº,0.1,143,19
2000/1/12,1,1,-0.9,0.2,-3,,,ñkìå,3.8,143,0
2000/1/13,12,4,1,3.5,-0.9,,,ñkìå,0,141,4
2000/1/14,23,4,3.3,7.9,0.7,,,êº,1.7,128,0
2000/1/15,11,2,0.5,2.6,-0.7,,,ñkñkìå,0.4,129,6
2000/1/16,0,0,-0.3,2.6,-2.6,,,ìåñkìå,2,126,4
2000/1/17,1,1,0.8,3.3,-1.4,,,ñkñkìå,3.1,127,1
2000/1/18,1,1,-0.5,1.6,-2.4,,,ñkìå,1.7,124,0
2000/1/19,0,0,-1,5.9,-6.7,,,ìÏ,6.7,125,4
2000/1/20,34,6,0.1,2.7,-2.6,,,êºìÏêº,0.7,162,37
2000/1/21,23,5,-3,-1.1,-4.6,,,ìÏìÏìå,0,179,26
2000/1/22,8,2,-3.1,-0.6,-5.2,,,êºìÏêº,0,194,17
2000/1/23,3,2,-1.3,2.1,-4.4,,,ìåñkìå,4.7,187,0
2000/1/24,14,3,0,1.5,-3.4,,,êºñkêº,0,200,29
2000/1/25,18,2,-4.9,-4,-6.6,,,êº,0,227,33
2000/1/26,38,4,-5.8,-4.6,-6.8,,,ìÏìå,0,271,49
2000/1/27,5,1,-5.8,-3.5,-8.4,,,ìåñkìå,0.6,268,2
2000/1/28,2,1,-1.1,1.5,-5.5,,,êº,3.1,252,1
2000/1/29,0,0,-0.9,3.5,-6.8,,,ñkñkêº,5.2,233,0
2000/1/30,31,4,-2.2,4.2,-9,,,ìÏêº,2.9,223,20
2000/1/31,21,3,-2.6,-1.6,-3.5,,,ìÏêº,0.1,238,22
2000/2/1,5,2,-1.1,0.4,-3.5,,,ìåìÏìå,0,242,8
2000/2/2,6,2,0.9,2.4,-1.1,,,ìÏìå,0,230,1
2000/2/3,12,2,0.1,2.1,-0.7,,,ñkñkêº,0,230,8
2000/2/4,2,1,-0.3,1.7,-3.7,,,ìÏ,3,227,3
2000/2/5,7,1,0.7,1.9,-1.8,,,êºñkêº,0,225,9
2000/2/6,2,2,-0.9,2.3,-4.1,,,ìåñkìå,2,220,9
2000/2/7,8,2,0.8,3.6,-1.2,,,ñkìå,1.5,223,5
2000/2/8,3,2,0.6,3.4,-1.3,,,ìåñkìå,4.2,212,2
2000/2/9,26,2,-1.8,-0.3,-3.4,,,êºìÏêº,0,242,40
2000/2/10,13,3,-2,-0.7,-3.8,,,ìåìÏìå,0.8,254,21
2000/2/11,13,2,-0.3,0.6,-1.2,,,ìåìÏìå,0,258,13
2000/2/12,25,5,-0.1,1.5,-2.3,,,êº,0.5,271,22
2000/2/13,4,1,-2.2,-1,-3.7,,,ñkêº,0.9,269,4
2000/2/14,13,3,-0.3,2.3,-4.1,,,ñkñkìå,4.8,263,5
2000/2/15,21,2,-3.5,0.1,-6.2,,,ê√â∏,0,277,24
2000/2/16,16,1,-5.8,-4.9,-7.2,,,êº,0,288,25
2000/2/17,14,3,-3.7,-2.2,-5,,,êº,0,299,18
2000/2/18,25,3,-3.4,-1.8,-4.5,,,êºìÏêº,0,314,26
2000/2/19,4,1,-2.8,-0.5,-6.7,,,ñkìå,0.4,316,6
2000/2/20,8,2,-1.9,1.6,-6.4,,,ìåñkìå,2.1,300,7
2000/2/21,23,3,-3.6,-1.7,-5.1,,,êº,0,329,37
2000/2/22,14,3,-4.2,-2.9,-5.1,,,êº,0.5,336,17
2000/2/23,8,2,-4,-2.1,-9.2,,,êº,0.3,343,8
2000/2/24,34,4,-3.9,-0.5,-6.1,,,êº,0,370,44
2000/2/25,17,3,-4.6,-3.6,-5.8,,,êº,0.1,379,32
2000/2/26,3,1,-3.4,-0.9,-6,,,ñkìå,0.3,379,2
2000/2/27,8,2,-3.4,1.8,-9.7,,,êº,2.2,355,14
2000/2/28,18,3,-2.7,-1.4,-5.1,,,êºìÏêº,0,371,26
2000/2/29,16,3,-3.5,-2.3,-5.6,,,êº,0,380,20
2000/3/1,7,2,-2.9,-1,-4.9,,,ìåìÏìå,0.1,384,5
2000/3/2,0,0,2.8,5.2,-2.4,,,êº,3.3,368,0
2000/3/3,1,1,2.7,7.1,-3.6,,,ñkêº,9.7,343,1
2000/3/4,6,2,0.7,8,-4.9,,,ìÏêº,1.5,329,0
2000/3/5,3,2,2.6,5.6,-0.7,,,ñkìå,3.2,324,1
2000/3/6,0,0,-0.5,3.8,-4.5,,,ñkìå,9.9,313,0
2000/3/7,20,3,-1.8,1.6,-5.1,,,êºñkêº,0,329,25
2000/3/8,27,3,-3.1,-1.5,-4.4,,,êº,0,357,34
2000/3/9,19,2,-4.8,-2.1,-5.9,,,êº,0.2,371,20
2000/3/10,21,3,-4.7,-1.9,-8,,,êº,0.6,388,26
2000/3/11,2,2,1,4.7,-7.4,,,êº,4.4,380,0
2000/3/12,2,1,0.3,2.5,-3.4,,,ìÏêº,3.9,349,0
2000/3/13,19,3,-2.2,1.4,-4.9,,,êº,1.2,358,23
2000/3/14,3,1,-1.6,-0.4,-3.3,,,êº,0.2,361,4
2000/3/15,5,2,-1.1,1.6,-4.9,,,ìåìÏìå,2.9,362,11
2000/3/16,22,3,-1.7,-0.2,-4.5,,,ìÏìå,0,369,23
2000/3/17,14,2,0.5,2.3,-0.8,,,êº,2.1,370,14
2000/3/18,2,1,3.8,7.8,-0.6,,,êº,5.4,366,1
2000/3/19,1,1,6.8,11.4,1.1,,,ìÏêº,6.3,348,0
2000/3/20,16,2,1,3.7,-1.3,,,êºìÏêº,0.5,343,10
2000/3/21,4,1,0.4,3.2,-1.6,,,êº,2.5,352,10
2000/3/22,7,1,0.3,2.9,-1.8,,,êºìÏêº,1.1,345,12
2000/3/23,1,1,1.6,7.3,-7.3,,,ìÏìÏêº,7.4,343,0
2000/3/24,29,4,2.1,6,-0.2,,,êºìÏêº,2.2,336,10
2000/3/25,5,1,0.3,1.5,-1.1,,,êº,0.9,339,7
2000/3/26,16,3,-2.1,-0.4,-3.5,,,êºìÏêº,0.5,356,26
2000/3/27,4,1,-1.3,3,-6,,,ñkñkìå,3.3,362,10
2000/3/28,2,2,1.2,9.5,-8.5,,,ñkìå,2.8,345,0
2000/3/29,19,4,6,9.5,3.2,,,ìÏ,1.3,334,0
2000/3/30,38,6,3.3,4.4,1.3,,,êº,6.7,326,0
2000/3/31,8,6,5.1,9.7,1.3,,,ñkìå,5.2,319,0
2000/4/1,12,5,3.3,4.8,0.7,,,êº,3.1,312,3
2000/4/2,0,0,3,5.5,0.2,,,êº,7.7,310,1
2000/4/3,0,0,0.7,6.4,-4.2,,,ñkñkìå,10.1,304,0
2000/4/4,0,0,2.9,9.5,-5.1,,,ñkìå,11.1,297,0
2000/4/5,10,2,5.5,8.7,2.3,,,ìÏìÏìå,0,291,0
2000/4/6,5,2,3.9,6.1,-2.7,,,êºñkêº,6.3,286,0
2000/4/7,0,0,2.7,12.2,-5.5,,,ê√â∏,10.4,278,2
2000/4/8,8,4,4,6.4,-0.2,,,êº,4.9,271,0
2000/4/9,0,0,2.9,11.2,-3.7,,,ìÏêº,9.9,264,0
2000/4/10,17,6,6.8,13,-1.1,,,ìÏ,5.9,257,1
2000/4/11,18,3,2.7,7.9,-0.2,,,êº,0.9,255,11
2000/4/12,20,7,5.3,8.3,0.1,,,êºñkêº,2.7,255,0
2000/4/13,0,0,5.2,12.9,0.4,,,êºñkêº,9.1,242,0
2000/4/14,24,8,5,10.3,1.5,,,êº,0.4,237,2
2000/4/15,0,0,4,7.9,0.7,,,ñkñkìå,2.9,232,0
2000/4/16,9,2,2.7,4,0.1,,,êº,1,228,0
2000/4/17,8,1,2.4,5.5,-1,,,êº,1.3,225,0
2000/4/18,7,1,4.8,10.8,0,,,êºìÏêº,9,225,2
2000/4/19,0,0,5.5,11.5,1.9,,,ñkêº,2,218,1
2000/4/20,1,1,3.6,5.2,1.4,,,ìåñkìå,0,212,2
2000/4/21,19,7,6.9,11.4,2.3,,,ìÏêº,0.3,209,0
2000/4/22,17,3,7.5,11.9,2.4,,,êº,1.4,,
2000/4/23,5,2,6.3,9.9,1.3,,,ñkêº,4.3,,
2000/4/24,2,1,7.6,10,2.6,,,êº,6.2,189,0
2000/4/25,0,0,7.9,12.6,0.7,,,êº,8.4,181,3
2000/4/26,2,1,6.7,15.6,0.7,,,ìåñkìå,4.1,169,2
2000/4/27,14,4,4.5,7.2,2.7,,,ìÏêº,0,161,2
2000/4/28,15,3,5.4,8.8,2.6,,,ìÏêº,1.6,158,0
2000/4/29,11,2,7.5,11,3.4,,,êº,4.3,149,7
2000/4/30,0,0,6.8,15.2,0.2,,,ìÏêº,6.7,141,0
